program,file,root,detected,dist_st,detector_spread,kind
Synth Pluck,KSHMR Pluck - Sapphire (C).wav,C,C,0,0,
Synth Pluck,KSHMR Pluck - Sienna (C).wav,C,C#,1,3,
Synth Pluck,KSHMR Pluck - Tweak (C).wav,C,C,0,0,
Synth Screech,KSHMR Screech (A#) - Crushed.wav,A#,G,3,4,gesture
Synth Screech,KSHMR Screech (A#) - Quick.wav,A#,A,1,1,gesture
Synth Screech,KSHMR Screech (A) - Fury.wav,A,A,0,3,gesture
Synth Screech,KSHMR Screech (C) - Havoc.wav,C,C,0,1,gesture
Synth Screech,KSHMR Screech (D) - Call.wav,D,C,2,4,gesture
Synth Screech,KSHMR Screech (D) - Mayhem.wav,D,D#,1,3,gesture
Synth Screech,KSHMR Screech (E) - Flag.wav,E,E,0,1,gesture
Synth Screech,KSHMR Screech (E) - Signal.wav,E,D#,1,2,gesture
Synth Screech,KSHMR Screech (F#) - Swell.wav,F#,C,6,5,gesture
Synth Screech,KSHMR Screech (F) - Blitz.wav,F,F,0,1,gesture
Synth Screech,KSHMR Screech (G#) - Spark.wav,G#,E,4,3,gesture
Synth Screech,KSHMR Screech (G) - Blaze.wav,G,C#,6,2,gesture
Synth Screech,KSHMR Screech (G) - Burst.wav,G,G#,1,3,gesture
Synth Screech,KSHMR Screech (G) - Catalyst.wav,G,F#,1,2,gesture
Synth Screech,KSHMR Screech (G) - Multi.wav,G,F,2,3,gesture
Synth Screech,KSHMR Screech (G) - Talking.wav,G,A,2,5,gesture
Synth Stab,KSHMR Orchestral Brass Stab (C) - Orchestral Power.wav,C,C,0,1,
Synth Stab Brass,KSHMR Stab - Brass (C) - Fanfare.wav,C,C,0,0,
Synth Stab Brass,KSHMR Stab - Brass (D) - Elephant.wav,D,D,0,3,
Synth Stab Brass,KSHMR Stab - Brass (D) - Overkill.wav,D,D,0,0,
Synth Stab Brass,KSHMR Stab - Brass (E) - Colossus.wav,E,D,2,4,
Synth Stab Brass,KSHMR Stab - Brass (F#) - Oracle.wav,F#,F#,0,0,
Synth Stab Brass,KSHMR Stab - Brass (F) - Bram Like.wav,F,F,0,1,
Synth Stab Brass,KSHMR Stab - Brass (F) - Crusader.wav,F,F,0,1,
Synth Stab Brass,KSHMR Stab - Brass (F) - Hallowed.wav,F,E,1,1,
Synth Stab Choir,KSHMR Stab - Choir (C#) - Voices.wav,C#,F#,5,4,
Synth Stab Choir,KSHMR Stab - Choir (C) - Killa.wav,C,F,5,4,
Synth Stab Choir,KSHMR Stab - Choir (D) - Blood Choir.wav,D,D,0,3,
Synth Stab Choir,KSHMR Stab - Choir (Fm) - Divinity.wav,F,F,0,2,
Synth Stab Orchestral,KSHMR Stab - Orchestral (B) - Dusty.wav,B,B,0,0,
Synth Stab Orchestral,KSHMR Stab - Orchestral (C) - Triumph.wav,C,C#,1,3,
Synth Stab Orchestral,KSHMR Stab - Orchestral (Cm) - Sovereign.wav,C,C,0,3,
Synth Stab Orchestral,KSHMR Stab - Orchestral (D) - Vintage.wav,D,D,0,0,
Synth Stab Orchestral,KSHMR Stab - Orchestral (E) - Regal.wav,E,E,0,0,
Synth Stab Rave,KSHMR Stab - Rave (A#) - Aggressor.wav,A#,A#,0,0,
Synth Stab Rave,KSHMR Stab - Rave (A) - Batter.wav,A,E,5,3,
Synth Stab Rave,KSHMR Stab - Rave (A) - Grungy.wav,A,A,0,4,
Synth Stab Rave,KSHMR Stab - Rave (B) - Emerald.wav,B,B,0,5,
Synth Stab Rave,KSHMR Stab - Rave (C) - Burst.wav,C,D#,3,3,
Synth Stab Rave,KSHMR Stab - Rave (C) - Nudge.wav,C,F#,6,1,
Synth Stab Rave,KSHMR Stab - Rave (C) - Venom.wav,C,A#,2,3,
Synth Stab Rave,KSHMR Stab - Rave (Cm) - Pretty.wav,C,D#,3,3,
Synth Stab Rave,KSHMR Stab - Rave (D) - Reduce.wav,D,A#,4,2,
Synth Stab Rave,KSHMR Stab - Rave (E) - Quick Shot.wav,E,E,0,1,
Synth Stab Rave,KSHMR Stab - Rave (F) - Lunar.wav,F,F,0,5,
Synth Stab Rave,KSHMR Stab - Rave (F) - Squawk.wav,F,B,6,2,
Synth Stab Rave,KSHMR Stab - Rave (Fm) - Flicker.wav,F,C,5,4,
Synth Stab Rave,KSHMR Stab - Rave (G#) - Thriller.wav,G#,G,1,5,
Synth Stab Rave,KSHMR Stab - Rave (G) - Bali.wav,G,G,0,4,
Synth Stab Rave,KSHMR Stab - Rave (G) - Deep Monster.wav,G,D,5,4,
Synth Stab Rave,KSHMR Stab - Rave (G) - Slash.wav,G,A#,3,2,
Synth Stab Synth,KSHMR Stab - Synth (A) - Ripper.wav,A,A#,1,3,
Synth Stab Synth,KSHMR Stab - Synth (D#) - Charge.wav,D#,D#,0,6,
Synth Stab Synth,KSHMR Stab - Synth (D) - Deep.wav,D,D,0,4,
Synth Stab Synth,KSHMR Stab - Synth (D) - Voltage.wav,D,D,0,0,
Synth Stab Synth,KSHMR Stab - Synth (E) - Blade.wav,E,E,0,5,
Synth Stab Synth,KSHMR Stab - Synth (E) - Rave.wav,E,E,0,5,
Synth Stab Synth,KSHMR Stab - Synth (E) - Solid.wav,E,G#,4,4,
Synth Stab Synth,KSHMR Stab - Synth (E) - Super.wav,E,E,0,0,
Synth Stab Synth,KSHMR Stab - Synth (E) - Vanguard.wav,E,E,0,0,
Synth Stab Synth,KSHMR Stab - Synth (F#) - Sabotage.wav,F#,F#,0,5,
Synth Stab Synth,KSHMR Stab - Synth (F#) - Singularity.wav,F#,F#,0,0,
Synth Stab Synth,KSHMR Stab - Synth (F#) - Snarepoint.wav,F#,F#,0,1,
Synth Stab Synth,KSHMR Stab - Synth (F#) - Thunder.wav,F#,C#,5,4,
Synth Stab Synth,KSHMR Stab - Synth (F#) - Warehouse.wav,F#,F#,0,6,
Synth Stab Synth,KSHMR Stab - Synth (F) - Afterburn.wav,F,F,0,1,
Synth Stab Synth,KSHMR Stab - Synth (F) - Aggro.wav,F,A#,5,5,
Synth Stab Synth,KSHMR Stab - Synth (F) - Big Room.wav,F,F,0,1,
Synth Stab Synth,KSHMR Stab - Synth (F) - Dominion.wav,F,F,0,6,
Synth Stab Synth,KSHMR Stab - Synth (F) - Grimace.wav,F,F,0,4,
Synth Stab Synth,KSHMR Stab - Synth (F) - Outlaw.wav,F,F,0,0,
Synth Stab Synth,KSHMR Stab - Synth (F) - Requiem.wav,F,F,0,1,
Synth Stab Synth,KSHMR Stab - Synth (G) - Breakout.wav,G,F#,1,4,
Trumpet Ambient FX,KSHMR Trumpet - Ambient FX - Drift (Am).wav,A,A#,1,0,gesture
Trumpet Ambient FX,KSHMR Trumpet - Ambient FX - Ghost (D).wav,D,A,5,5,gesture
Trumpet Ambient FX,KSHMR Trumpet - Ambient FX - Haze (A).wav,A,A,0,0,gesture
Trumpet Ambient FX,KSHMR Trumpet - Ambient FX - Mist (Am).wav,A,C,3,3,gesture
Trumpet Ambient FX,KSHMR Trumpet - Ambient FX - Snarl (A).wav,A,A,0,0,gesture
Trumpet Crescendo Growl,KSHMR Trumpet - Crescendo Growl - Beast (B).wav,B,B,0,0,gesture
Trumpet Crescendo Growl,KSHMR Trumpet - Crescendo Growl - Dive (A).wav,A,A,0,0,gesture
Trumpet Crescendo Growl,KSHMR Trumpet - Crescendo Growl - Drop (D).wav,D,D,0,1,gesture
Trumpet Crescendo Growl,KSHMR Trumpet - Crescendo Growl - Plunge (C).wav,C,C,0,0,gesture
Trumpet Crescendo Growl,KSHMR Trumpet - Crescendo Growl - Roar (A#).wav,A#,A#,0,0,gesture
Trumpet Fall,KSHMR Trumpet - Fall - Swoop (B).wav,B,F#,5,5,gesture
Trumpet Rip,KSHMR Trumpet - Rip - Tear (C).wav,C,C,0,0,
Trumpet Run Up,KSHMR Trumpet - Run Up - Zippy (A#m).wav,A#,A#,0,4,gesture
Trumpet Staccato,KSHMR Trumpet - Staccato - Jab (B).wav,B,B,0,1,
Trumpet Staccato,KSHMR Trumpet - Staccato - Pop (C).wav,C,C,0,0,
Trumpet Staccato,KSHMR Trumpet - Staccato - Punch (A).wav,A,A,0,0,
Trumpet Staccato,KSHMR Trumpet - Staccato - Snap (D).wav,D,D,0,0,
Trumpet Sustain,KSHMR Trumpet - Sustain - Glory (G).wav,G,G,0,0,
Trumpet Sustain,KSHMR Trumpet - Sustain - Hold (C).wav,C,C,0,0,
Trumpet Sustain,KSHMR Trumpet - Sustain - Shine (E).wav,E,E,0,0,
Winds,KSHMR Whistle One Shot (C#) - Bright.wav,C#,D,1,1,gesture
Winds,KSHMR Whistle One Shot (C) - Celebrate.wav,C,D#,3,5,gesture
Winds,KSHMR Whistle One Shot (C) - Curious.wav,C,A,3,3,gesture
Winds,KSHMR Whistle One Shot (C) - Descent.wav,C,D,2,5,gesture
Winds,KSHMR Whistle One Shot (C) - Moment.wav,C,E,4,3,gesture
Winds,KSHMR Whistle One Shot (C) - Referee Long.wav,C,F,5,5,gesture
Winds,KSHMR Whistle One Shot (C) - Referee.wav,C,D#,3,5,gesture
Winds,KSHMR Whistle One Shot (C) - Solo.wav,C,A#,2,5,gesture
Winds,KSHMR Whistle One Shot (D#) - Hand Ocarina.wav,D#,D,1,1,gesture
Winds,KSHMR Whistle One Shot (E) - Train.wav,E,F#,2,3,gesture
